Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longtitude,Regionname,Propertycount,ParkingArea,Price
Essendon,1/247 Keilor Rd,3,t,VB,Brad,18/06/2016,8.0,3040.0,3.0,1.0,1.0,253.0,145,1997.0,Moonee Valley City Council,-37.7397,144.898,Western Metropolitan,9264.0,Outdoor Stall,750000.0
Bundoora,13 Cher Av,4,t,S,Morrison,12/8/2017,12.1,3083.0,4.0,2.0,1.0,287.0,152,1990.0,Banyule City Council,-37.69382,145.04831,Northern Metropolitan,10175.0,Indoor,685000.0
Flemington,53 Marshall St,3,h,S,Nelson,28/10/2017,3.4,3031.0,3.0,1.0,1.0,223.0,150.0,1910.0,Melbourne City Council,-37.78643,144.92482,Northern Metropolitan,3593.0,Parkade,1161000.0
Glenroy,2 Roy St,4,h,VB,Peter,4/3/2017,13.0,3046.0,4.0,2.0,1.0,683.0,138,2017.0,Moreland City Council,-37.6964,144.9314,Northern Metropolitan,8870.0,Indoor,550000.0
Balwyn,8 Yarrbat Av,5,h,S,Fletchers,21/10/2017,7.9,3103.0,5.0,4.0,2.0,600.0,401,2011.0,Boroondara City Council,-37.80984,145.08321,Southern Metropolitan,5682.0,Carport,3350000.0
Avondale Heights,24 Doyle St,3,h,SP,Moonee,17/06/2017,9.5,3034.0,3.0,1.0,1.0,585.0,30,1965.0,Moonee Valley City Council,-37.75986,144.85886,Western Metropolitan,4502.0,Detached Garage,750000.0
Gladstone Park,14 Snaefell Cr,4,h,VB,Barry,3/9/2017,12.9,3043.0,4.0,2.0,3.0,213.0,156,1970.0,Hume City Council,-37.68247,144.88446,Western Metropolitan,3285.0,Carport,670000.0
Toorak,1/21 Bruce St,1,u,PI,Williams,7/5/2016,4.6,3142.0,1.0,1.0,1.0,0.0,38,1958.0,Stonnington City Council,-37.8369,145.0077,Southern Metropolitan,7217.0,Carport,349000.0
Balwyn,1/18 Belmore Rd,3,h,S,Kay,10/12/2016,9.7,3103.0,3.0,1.0,2.0,281.0,150,1995.0,Boroondara City Council,-37.8013,145.0652,Southern Metropolitan,5682.0,Carport,905000.0
Bentleigh East,42 Paloma St,3,u,S,Woodards,17/09/2016,13.9,3165.0,3.0,3.0,1.0,391.0,122,1950.0,Glen Eira City Council,-37.9149,145.0788,Southern Metropolitan,10969.0,Parking Pad,791000.0
Eaglemont,104 Studley Rd,3,h,S,Miles,15/07/2017,8.9,3084.0,3.0,1.0,2.0,598.0,116,1955.0,Banyule City Council,-37.76093,145.056,Eastern Metropolitan,1651.0,Detached Garage,1440000.0
Footscray,15 Greer St,4,h,SA,Nelson,22/07/2017,5.1,3011.0,4.0,2.0,1.0,180.0,206,1994.0,Maribyrnong City Council,-37.79686,144.908,Western Metropolitan,7570.0,Detached Garage,1000000.0
Mordialloc,1/73 Chute St,4,h,S,O'Brien,24/06/2017,21.5,3195.0,4.0,2.0,2.0,413.0,170,1975.0,Kingston City Council,-37.99906,145.09386,South-Eastern Metropolitan,3650.0,Parkade,920000.0
Armadale,63 Denbigh Rd,3,h,S,Marshall,22/05/2016,6.3,3143.0,3.0,1.0,2.0,328.0,108,1900.0,Stonnington City Council,-37.8559,145.0158,Southern Metropolitan,4836.0,Parkade,1900000.0
Airport West,180 Parer Rd,3,h,S,Barry,16/04/2016,13.5,3042.0,3.0,1.0,2.0,971.0,113,1960.0,Moonee Valley City Council,-37.7186,144.876,Western Metropolitan,3464.0,Attached Garage,830000.0
Balwyn North,35 Sylvander St,4,h,S,Jellis,13/05/2017,9.2,3104.0,4.0,3.0,2.0,636.0,227,1960.0,Boroondara City Council,-37.789,145.0938,Southern Metropolitan,7809.0,Attached Garage,1890000.0
Doncaster,24 Outlook Dr,3,h,PI,Fletchers,19/11/2016,13.9,3108.0,3.0,2.0,2.0,900.0,195,1970.0,Manningham City Council,-37.7902,145.1344,Eastern Metropolitan,9028.0,Parkade,1250000.0
Bulleen,5 Penderel Wy,4,h,SP,Jellis,28/10/2017,10.8,3105.0,4.0,3.0,2.0,700.0,350.0,1998.0,Manningham City Council,-37.76125,145.09478,Eastern Metropolitan,4480.0,Parkade,1830000.0
Reservoir,20 York St,3,h,S,Raine,23/09/2017,12.0,3073.0,3.0,1.0,6.0,667.0,115,1920.0,Darebin City Council,-37.72765,144.98953,Northern Metropolitan,21650.0,Detached Garage,1400000.0
Mount Waverley,72 Albert St,4,h,VB,Fletchers,14/10/2017,14.2,3149.0,4.0,2.0,1.0,762.0,307,1960.0,Monash City Council,-37.88457,145.13436,Eastern Metropolitan,13366.0,Indoor,1775000.0
South Kingsville,89A New St,3,t,S,Sweeney,29/07/2017,6.2,3015.0,3.0,2.0,2.0,340.0,135.0,2000.0,Hobsons Bay City Council,-37.83172,144.86683,Western Metropolitan,984.0,Detached Garage,730000.0
Essendon,22 McPhail St,4,h,VB,Barry,17/03/2018,7.5,3040.0,4.0,2.0,2.0,354.0,272,2015.0,Moonee Valley City Council,-37.75474,144.91227,Western Metropolitan,9264.0,Indoor,1650000.0
Reservoir,54 Pine St,3,h,S,Barry,26/07/2016,11.2,3073.0,3.0,1.0,2.0,589.0,128,1950.0,Darebin City Council,-37.7195,144.9982,Northern Metropolitan,21650.0,Outdoor Stall,793000.0
Oakleigh,3 Estelle St,3,h,S,Ray,11/2/2017,14.0,3166.0,3.0,1.0,2.0,602.0,107,1950.0,Monash City Council,-37.8923,145.1013,Southern Metropolitan,3224.0,Detached Garage,1045000.0
Pascoe Vale,143 Boundary Rd,3,h,S,Barry,17/02/2018,8.5,3044.0,3.0,1.0,2.0,537.0,106,1960.0,Moreland City Council,-37.71734,144.94268,Northern Metropolitan,7485.0,Carport,755000.0
Glen Iris,3 Florence St,5,h,PI,Marshall,19/11/2016,9.2,3146.0,5.0,3.0,2.0,642.0,336,1930.0,Boroondara City Council,-37.859,145.0656,Southern Metropolitan,10412.0,Indoor,2352500.0
Ashwood,22 Carlyle St,3,h,S,hockingstuart,24/02/2018,10.2,3147.0,3.0,2.0,4.0,698.0,154,1945.0,Monash City Council,-37.86131,145.09638,Southern Metropolitan,2894.0,Carport,1554000.0
Mill Park,4 Carlita Cl,4,h,S,Harcourts,3/6/2017,17.9,3082.0,3.0,2.0,1.0,808.0,184,1980.0,Whittlesea City Council,-37.67348,145.06982,Northern Metropolitan,10529.0,Carport,732000.0
Reservoir,49 Liston Av,4,h,S,HAR,19/08/2017,12.0,3073.0,4.0,2.0,4.0,576.0,150,1940.0,Darebin City Council,-37.69742,145.01604,Northern Metropolitan,21650.0,Indoor,866000.0
Fitzroy,52 Nicholson St,4,h,S,Caine,13/08/2016,1.6,3065.0,4.0,4.0,2.0,337.0,291,1854.0,Yarra City Council,-37.8052,144.9739,Northern Metropolitan,5825.0,Underground,3310000.0
Brighton,2/26 Pearson St,2,u,SP,Hodges,3/12/2016,11.2,3186.0,2.0,1.0,2.0,0.0,70,1970.0,Bayside City Council,-37.9081,145.0043,Southern Metropolitan,10579.0,Underground,536000.0
Brunswick,234 Victoria St,2,h,S,Nelson,3/9/2016,5.2,3056.0,2.0,1.0,0.0,225.0,108,1905.0,Moreland City Council,-37.7676,144.9665,Northern Metropolitan,11918.0,Underground,1026000.0
Thornbury,40/337 Station St,1,u,VB,Jellis,3/12/2016,6.5,3071.0,1.0,1.0,1.0,0.0,62,1999.0,Darebin City Council,-37.7634,145.021,Northern Metropolitan,8870.0,Indoor,370000.0
Balaclava,56 Gourlay St,4,h,S,Whiting,24/02/2018,6.4,3183.0,4.0,2.0,2.0,467.0,163,1900.0,Port Phillip City Council,-37.87245,144.9976,Southern Metropolitan,2952.0,Underground,1550000.0
Glenroy,78 Justin Av,2,h,SP,RW,19/08/2017,11.2,3046.0,2.0,1.0,4.0,712.0,82,1970.0,Moreland City Council,-37.69994,144.93489,Northern Metropolitan,8870.0,Carport,805000.0
Brunswick,24 Mitchell St,4,h,S,Nelson,22/07/2017,5.2,3056.0,4.0,3.0,6.0,733.0,238,1950.0,Moreland City Council,-37.759,144.96623,Northern Metropolitan,11918.0,Indoor,1790000.0
Richmond,57 Neptune St,3,h,S,hockingstuart,23/04/2016,2.6,3121.0,3.0,2.0,1.0,312.0,141,1920.0,Yarra City Council,-37.8217,145.007,Northern Metropolitan,14949.0,Carport,1650000.0
Brighton,120 Cole St,4,h,S,Buxton,7/5/2016,11.2,3186.0,3.0,2.0,1.0,550.0,197,1910.0,Bayside City Council,-37.8954,145.0017,Southern Metropolitan,10579.0,Outdoor Stall,2145000.0
Burnley,2a Cherrill St,3,h,S,Jellis,27/05/2017,2.4,3121.0,3.0,2.0,1.0,93.0,164,2014.0,Yarra City Council,-37.82921,145.00826,Northern Metropolitan,438.0,Detached Garage,1837500.0
Southbank,6/85 Dodds St,4,u,S,Kay,12/11/2016,1.2,3006.0,4.0,3.0,1.0,0.0,176,2000.0,Melbourne City Council,-37.8267,144.9687,Southern Metropolitan,8400.0,Indoor,1250000.0
Roxburgh Park,12 Simmonds Pl,3,h,S,Ray,3/6/2017,20.6,3064.0,3.0,2.0,2.0,255.0,141,1996.0,Hume City Council,-37.63382,144.92774,Northern Metropolitan,5833.0,Attached Garage,425000.0
Preston,5 Ventnor St,3,h,S,hockingstuart,22/08/2016,8.8,3072.0,3.0,1.0,2.0,504.0,506,1950.0,Darebin City Council,-37.7476,144.9842,Northern Metropolitan,14577.0,Detached Garage,1123000.0
Elwood,78 Dickens St,4,h,PI,Wilson,27/06/2016,7.7,3184.0,4.0,3.0,2.0,348.0,218,1900.0,Port Phillip City Council,-37.8748,144.9778,Southern Metropolitan,8989.0,Parking Pad,2200000.0
Hoppers Crossing,27 Warringa Cr,3,h,S,Barry,17/02/2018,18.4,3029.0,3.0,2.0,4.0,551.0,154,1975.0,Wyndham City Council,-37.88291,144.69264,Western Metropolitan,13830.0,Indoor,610000.0
Footscray,88 Eleanor St,3,h,SP,Sweeney,16/07/2016,6.4,3011.0,3.0,1.0,1.0,242.0,99,1920.0,Maribyrnong City Council,-37.7956,144.8848,Western Metropolitan,7570.0,Attached Garage,775000.0
Craigieburn,25 Spurr St,4,h,S,Raine,3/2/2018,20.6,3064.0,4.0,1.0,2.0,666.0,125,1970.0,Hume City Council,-37.59406,144.93497,Northern Metropolitan,15510.0,Detached Garage,511500.0
Wollert,52 Northside Dr,4,h,S,Love,11/11/2017,25.5,3750.0,4.0,2.0,2.0,680.0,228,2015.0,Whittlesea City Council,-37.6178,145.0191,Northern Metropolitan,2940.0,Detached Garage,880000.0
Vermont,88 Boronia Rd,3,h,S,Fletchers,22/07/2017,17.2,3133.0,3.0,1.0,1.0,653.0,119,1970.0,Maroondah City Council,-37.84034,145.2022,Eastern Metropolitan,4181.0,Underground,988000.0
Jacana,12 Lorraine Cr,3,h,SP,RW,22/07/2017,14.0,3047.0,3.0,1.0,3.0,588.0,92,1960.0,Hume City Council,-37.68306,144.90928,Northern Metropolitan,851.0,Parking Pad,528000.0
Glenroy,9 Hartington St,3,h,S,Barry,23/09/2017,11.2,3046.0,3.0,2.0,2.0,913.0,112,1950.0,Moreland City Council,-37.70072,144.91662,Northern Metropolitan,8870.0,Attached Garage,1051000.0
Camberwell,20 Kirkwood Dr,5,h,S,Fletchers,28/08/2016,7.8,3124.0,4.0,2.0,2.0,643.0,363,2005.0,Boroondara City Council,-37.8421,145.0719,Southern Metropolitan,8920.0,Carport,2740000.0
Black Rock,1/43 Iona St,3,u,S,Buxton,27/05/2017,17.3,3193.0,3.0,2.0,2.0,328.0,144,1980.0,Bayside City Council,-37.97359,145.0214,Southern Metropolitan,2866.0,Detached Garage,1080000.0
Viewbank,34 Martins La,3,h,S,Miles,27/05/2017,8.9,3084.0,3.0,2.0,2.0,291.0,151,2000.0,Banyule City Council,-37.73253,145.0873,Eastern Metropolitan,2698.0,Attached Garage,870000.0
Elsternwick,17 Staniland Gr,4,h,S,Biggin,13/08/2016,8.5,3185.0,4.0,2.0,2.0,527.0,184,1880.0,Glen Eira City Council,-37.883,145.0043,Southern Metropolitan,4898.0,Outdoor Stall,2600000.0
Bentleigh East,2/12 Hodgson Gr,3,u,S,hockingstuart,27/11/2016,13.9,3165.0,3.0,1.0,2.0,406.0,100,1996.0,Glen Eira City Council,-37.9286,145.0737,Southern Metropolitan,10969.0,Carport,790000.0
Sunshine West,32 Kosa Av,3,t,PI,Douglas,17/03/2018,10.5,3020.0,3.0,2.0,2.0,166.0,134,2013.0,Brimbank City Council,-37.79498,144.79227,Western Metropolitan,6763.0,Detached Garage,535000.0
Albert Park,6 Brooke St,2,h,S,Greg,28/05/2016,3.3,3206.0,2.0,1.0,0.0,79.0,68,1890.0,Port Phillip City Council,-37.8387,144.9519,Southern Metropolitan,3280.0,Attached Garage,980000.0
Pakenham,9 Colonial Wy,5,h,S,FN,28/10/2017,47.3,3810.0,5.0,2.0,2.0,756.0,214.0,2006.0,Cardinia Shire Council,-38.08086,145.47282,Eastern Victoria,17384.0,Outdoor Stall,490000.0
Glen Iris,11/62 Edgar St N,2,u,S,Jellis,8/7/2017,7.3,3146.0,2.0,1.0,1.0,2015.0,77,1960.0,Boroondara City Council,-37.85019,145.0465,Southern Metropolitan,10412.0,Parkade,501000.0
Kew,82 Parkhill Rd,3,h,S,Marshall,28/08/2016,5.6,3101.0,3.0,2.0,2.0,275.0,153,1999.0,Boroondara City Council,-37.8052,145.0489,Southern Metropolitan,10331.0,Parkade,1420000.0
Viewbank,24 Northwood Dr,5,h,S,Nelson,17/09/2016,13.8,3084.0,5.0,3.0,2.0,531.0,233,1978.0,Banyule City Council,-37.7378,145.0955,Eastern Metropolitan,2698.0,Indoor,1025000.0
Mernda,18 Lupin St,4,h,S,RW,24/02/2018,25.9,3754.0,4.0,2.0,2.0,460.0,221,2010.0,Whittlesea City Council,-37.5912,145.09057,Northern Metropolitan,5812.0,Carport,642500.0
Glenroy,111 Loongana Av,3,h,PI,Barry,12/8/2017,11.2,3046.0,3.0,1.0,2.0,604.0,132,1960.0,Moreland City Council,-37.70855,144.90441,Northern Metropolitan,8870.0,Carport,770000.0
Richmond,4a Gardner St,2,t,S,hockingstuart,15/10/2016,2.6,3121.0,2.0,1.0,1.0,126.0,115,1995.0,Yarra City Council,-37.814,145.006,Northern Metropolitan,14949.0,Indoor,1081000.0
Essendon,125a Ogilvie St,4,h,S,Nelson,12/11/2016,8.0,3040.0,4.0,3.0,1.0,475.0,272,2007.0,Moonee Valley City Council,-37.7418,144.8938,Western Metropolitan,9264.0,Carport,1590000.0
Pascoe Vale,9 Irvine St,3,h,S,Brad,3/9/2016,9.9,3044.0,2.0,1.0,2.0,50.0,141,1950.0,Moreland City Council,-37.734,144.9416,Northern Metropolitan,7485.0,Carport,1120000.0
Richmond,36/73 River St,2,u,SA,Jellis,9/9/2017,2.4,3121.0,2.0,2.0,1.0,14294.0,77,2006.0,Yarra City Council,-37.81894,145.01314,Northern Metropolitan,14949.0,Attached Garage,592000.0
Bentleigh East,601 South Rd,3,h,VB,Beller,17/09/2016,13.9,3165.0,3.0,1.0,3.0,780.0,140,1940.0,Glen Eira City Council,-37.9347,145.0507,Southern Metropolitan,10969.0,Carport,900000.0
Essendon,18 Washington St,5,h,S,Nelson,27/11/2016,8.0,3040.0,5.0,3.0,2.0,657.0,284,1930.0,Moonee Valley City Council,-37.7548,144.9098,Western Metropolitan,9264.0,Detached Garage,1811000.0
Montmorency,2/22 Looker Rd,3,t,S,Buckingham,15/07/2017,16.2,3094.0,3.0,2.0,2.0,260.0,157,2010.0,Banyule City Council,-37.72394,145.12456,Eastern Metropolitan,3891.0,Carport,820000.0
Williamstown,12 McGuire Cr,3,h,SP,Williams,17/03/2018,6.8,3016.0,3.0,2.0,2.0,330.0,112,2000.0,Hobsons Bay City Council,-37.85714,144.87523,Western Metropolitan,6380.0,Indoor,1150000.0
South Yarra,2/45 Caroline St,2,u,PI,Noel,8/7/2017,2.7,3141.0,2.0,1.0,1.0,876.0,62,1972.0,Melbourne City Council,-37.83766,144.98799,Southern Metropolitan,14887.0,Parkade,600000.0
Hawthorn East,4/43 Clifton Rd,2,u,S,hockingstuart,22/08/2016,7.5,3123.0,2.0,1.0,1.0,172.0,90,1960.0,Boroondara City Council,-37.8437,145.0536,Southern Metropolitan,6482.0,Detached Garage,706000.0
Reservoir,1/40 McComas St,2,u,S,Love,7/11/2016,11.2,3073.0,2.0,1.0,1.0,180.0,61,2004.0,Darebin City Council,-37.7283,145.0207,Northern Metropolitan,21650.0,Parkade,410000.0
South Morang,3/32 Kumara Cct,3,t,S,Harcourts,8/7/2017,20.5,3752.0,3.0,2.0,2.0,155.0,101,2011.0,Whittlesea City Council,-37.63478,145.08486,Northern Metropolitan,7969.0,Attached Garage,420000.0
Sunbury,26 Briarwood Ct,3,h,S,YPA,16/09/2017,31.7,3429.0,3.0,1.0,3.0,515.0,101,1991.0,Hume City Council,-37.57662,144.74767,Western Metropolitan,14092.0,Parkade,405000.0
Moorabbin,8b William St,4,h,SA,Buxton,4/6/2016,14.6,3189.0,4.0,2.0,1.0,318.0,242,2015.0,Kingston City Council,-37.9443,145.0448,Southern Metropolitan,2555.0,Underground,1140000.0
Watsonia North,78 Sellars St,4,h,S,Jellis,3/3/2018,14.5,3087.0,4.0,2.0,2.0,663.0,154,1960.0,Banyule City Council,-37.69697,145.09058,Northern Metropolitan,1442.0,Attached Garage,952000.0
North Melbourne,41 Chapman St,3,h,S,Nelson,13/05/2017,2.3,3051.0,3.0,2.0,1.0,230.0,245,1900.0,Melbourne City Council,-37.7987,144.9434,Northern Metropolitan,6821.0,Detached Garage,2161000.0
Burwood,79 Elgar Rd,10,h,SP,Buxton,28/10/2017,10.4,3125.0,10.0,9.0,2.0,612.0,466.0,2015.0,Monash City Council,-37.84461,145.10968,Southern Metropolitan,5678.0,Carport,2315000.0
Heidelberg Heights,478 Waterdale Rd,8,h,VB,Miles,19/11/2016,10.5,3081.0,8.0,4.0,4.0,638.0,115,1960.0,Banyule City Council,-37.7426,145.048,Eastern Metropolitan,2947.0,Outdoor Stall,770000.0
Surrey Hills,2/33 Chestnut St,3,t,S,Fletchers,3/9/2016,11.2,3127.0,4.0,2.0,2.0,401.0,129,1970.0,Boroondara City Council,-37.8332,145.1105,Southern Metropolitan,5457.0,Attached Garage,1110000.0
Ashburton,11 Comas Gr,5,h,S,Jellis,3/3/2018,10.2,3147.0,5.0,2.0,2.0,697.0,317,2013.0,Boroondara City Council,-37.87132,145.07267,Southern Metropolitan,3052.0,Attached Garage,2850500.0
Carnegie,4/39 Kokaribb Rd,2,u,SP,Woodards,16/07/2016,11.4,3163.0,2.0,1.0,1.0,133.0,71,2011.0,Glen Eira City Council,-37.89,145.0559,Southern Metropolitan,7822.0,Parkade,588000.0
Wyndham Vale,19 Whitmore Pl,3,h,SP,hockingstuart,9/12/2017,27.2,3024.0,3.0,2.0,2.0,810.0,174,2001.0,Wyndham City Council,-37.88318,144.61741,Western Metropolitan,5262.0,Indoor,600000.0
Brunswick,9/33 Staley St,2,u,S,Walshe,7/5/2016,5.2,3056.0,2.0,1.0,1.0,0.0,61,1975.0,Moreland City Council,-37.7643,144.9638,Northern Metropolitan,11918.0,Attached Garage,445000.0
Maribyrnong,2/10 Pridham St,3,t,S,Biggin,12/8/2017,4.3,3032.0,3.0,2.0,2.0,366.0,183.84,2012.0,Maribyrnong City Council,-37.7816,144.88999,Western Metropolitan,4918.0,Detached Garage,940000.0
Armadale,121 Kooyong Rd,4,h,S,Marshall,3/9/2017,6.3,3143.0,4.0,2.0,2.0,761.0,255,1900.0,Stonnington City Council,-37.85249,145.02091,Southern Metropolitan,4836.0,Attached Garage,5100000.0
Altona,173 Queen St,3,h,S,hockingstuart,8/10/2016,13.8,3018.0,3.0,1.0,4.0,777.0,22,1953.0,Hobsons Bay City Council,-37.8697,144.8249,Western Metropolitan,5301.0,Detached Garage,1335000.0
Cheltenham,2A Walker Gr,3,t,S,Ray,17/06/2017,17.9,3192.0,3.0,2.0,2.0,305.0,130,2000.0,Bayside City Council,-37.96836,145.06452,Southern Metropolitan,9758.0,Carport,861000.0
Coburg,34 Reynard St,4,h,S,Nelson,20/05/2017,7.8,3058.0,4.0,2.0,1.0,172.0,135,1900.0,Darebin City Council,-37.7483,144.9634,Northern Metropolitan,11204.0,Detached Garage,1005000.0
Keilor East,16 Ash Gr,4,h,S,Nelson,16/09/2017,11.7,3033.0,4.0,4.0,2.0,538.0,127,1990.0,Brimbank City Council,-37.74975,144.86895,Western Metropolitan,5629.0,Outdoor Stall,1230000.0
Balwyn,54 Northcote Av,4,h,S,Fletchers,12/8/2017,7.9,3103.0,4.0,3.0,2.0,848.0,214,1926.0,Boroondara City Council,-37.81462,145.08776,Southern Metropolitan,5682.0,Carport,2360000.0
South Yarra,2/1 Walsh St,2,u,PI,Williams,8/10/2016,3.3,3141.0,2.0,2.0,2.0,0.0,107,1986.0,Melbourne City Council,-37.8376,144.9847,Southern Metropolitan,14887.0,Underground,1300000.0
Caroline Springs,3 Salford La,3,h,S,HAR,23/09/2017,14.8,3023.0,3.0,1.0,2.0,238.0,171,2004.0,Melton City Council,-37.73917,144.72874,Western Metropolitan,7719.0,Underground,646000.0
Camberwell,26 Hunter Rd,3,h,S,Fletchers,25/02/2017,7.8,3124.0,3.0,1.0,2.0,692.0,164,1940.0,Boroondara City Council,-37.8379,145.0849,Southern Metropolitan,8920.0,Attached Garage,2105000.0
St Kilda,10/352 Canterbury Rd,2,u,S,Wilson,4/3/2017,6.1,3182.0,2.0,1.0,1.0,5530.0,70,2001.0,Port Phillip City Council,-37.859,144.9767,Southern Metropolitan,13240.0,Carport,500000.0
Aspendale,5/148 Nepean Hwy,3,t,S,Buxton,15/07/2017,21.5,3195.0,3.0,2.0,2.0,0.0,164,2006.0,Kingston City Council,-38.02768,145.10187,South-Eastern Metropolitan,2824.0,Indoor,805000.0
Brunswick,28 Frederick St,3,h,S,Nelson,25/02/2017,5.2,3056.0,3.0,1.0,0.0,325.0,150,1920.0,Moreland City Council,-37.7621,144.9595,Northern Metropolitan,11918.0,Indoor,1510000.0
Reservoir,24 Daleglen St,1,h,SP,Harcourts,8/7/2017,12.0,3073.0,1.0,1.0,1.0,168.0,63,1950.0,Darebin City Council,-37.69828,145.02184,Northern Metropolitan,21650.0,Carport,351000.0
Cheltenham,8 Brownfield St,3,h,S,Buxton,14/10/2017,17.9,3192.0,3.0,3.0,1.0,333.0,173,2017.0,Bayside City Council,-37.96763,145.06247,Southern Metropolitan,9758.0,Detached Garage,1255000.0
Travancore,53 Mangalore St,4,h,VB,Nelson,22/05/2016,5.3,3032.0,3.0,3.0,2.0,650.0,242,1925.0,Moonee Valley City Council,-37.7796,144.935,Western Metropolitan,1052.0,Carport,1740000.0
Fawkner,53 Queens Pde,3,h,S,hockingstuart,10/12/2016,12.4,3060.0,3.0,2.0,1.0,603.0,115,1940.0,Hume City Council,-37.7194,144.9678,Northern Metropolitan,5070.0,Attached Garage,783000.0
Broadmeadows,37 Stanhope St,4,h,S,YPA,15/07/2017,14.0,3047.0,4.0,2.0,2.0,696.0,158,1960.0,Hume City Council,-37.68584,144.9315,Northern Metropolitan,4294.0,Underground,631000.0
Glen Waverley,2 Louise Ct,5,h,S,Ray,18/11/2017,16.7,3150.0,5.0,3.0,2.0,745.0,288,2004.0,Monash City Council,-37.8689,145.1546,Eastern Metropolitan,15321.0,Attached Garage,2202000.0
Ivanhoe,1/12 Thoresby Gr,3,h,PI,Nelson,3/6/2017,7.8,3079.0,3.0,2.0,2.0,334.0,128,2005.0,Banyule City Council,-37.76538,145.04964,Eastern Metropolitan,5549.0,Detached Garage,1300000.0
Maribyrnong,4/47 Middle Rd,2,u,S,Alexkarbon,25/02/2017,8.7,3032.0,2.0,1.0,1.0,0.0,68,1970.0,Maribyrnong City Council,-37.7678,144.8899,Western Metropolitan,4918.0,Detached Garage,420000.0
Balwyn North,153 Doncaster Rd,3,h,PI,Jellis,3/9/2016,9.2,3104.0,3.0,2.0,1.0,778.0,154,1950.0,Boroondara City Council,-37.7939,145.0789,Southern Metropolitan,7809.0,Indoor,1500000.0
Preston,648 Plenty Rd,2,h,SP,Love,28/10/2017,8.4,3072.0,2.0,1.0,2.0,440.0,107.0,1940.0,Darebin City Council,-37.73226,145.0146,Northern Metropolitan,14577.0,Parkade,960000.0
Brunswick,6/305 Albion St,1,u,S,Walshe,15/10/2016,5.2,3056.0,1.0,1.0,1.0,0.0,51,1970.0,Moreland City Council,-37.7597,144.9548,Northern Metropolitan,11918.0,Parkade,279500.0
Fawkner,10 Kathryn St,4,h,S,Brad,25/11/2017,13.1,3060.0,4.0,2.0,1.0,685.0,121,1960.0,Hume City Council,-37.6907,144.9613,Northern Metropolitan,5070.0,Attached Garage,642000.0
Newport,15 Jubilee St,4,h,S,Greg,17/09/2016,8.4,3015.0,3.0,2.0,2.0,299.0,198,2004.0,Hobsons Bay City Council,-37.8477,144.8706,Western Metropolitan,5498.0,Carport,1040000.0
Reservoir,43 Kingsley Rd,3,h,S,Nelson,10/9/2016,11.2,3073.0,2.0,1.0,3.0,560.0,110,1950.0,Darebin City Council,-37.721,144.9885,Northern Metropolitan,21650.0,Parkade,865000.0
Hampton,15 Avelin St,4,h,S,RT,28/05/2016,13.7,3188.0,4.0,2.0,1.0,667.0,184,1935.0,Bayside City Council,-37.9315,145.0109,Southern Metropolitan,5454.0,Attached Garage,1800000.0
Reservoir,4 Clements Gr,2,h,SP,Ray,17/02/2018,12.0,3073.0,2.0,1.0,0.0,697.0,131,1950.0,Darebin City Council,-37.7144,145.02269,Northern Metropolitan,21650.0,Indoor,880000.0
Blackburn South,2A Stewart Av,3,h,S,Fletchers,22/07/2017,13.4,3130.0,3.0,2.0,1.0,232.0,103,2014.0,Whitehorse City Council,-37.83574,145.14866,Eastern Metropolitan,4387.0,Outdoor Stall,874000.0
Heidelberg Heights,50 Southern Rd,3,h,S,Ray,24/02/2018,8.8,3081.0,3.0,2.0,2.0,681.0,200,1955.0,Banyule City Council,-37.7425,145.05316,Eastern Metropolitan,2947.0,Carport,858000.0
Montmorency,18 Orr La,3,h,S,Stockdale,14/10/2017,16.2,3094.0,3.0,1.0,2.0,476.0,110,1970.0,Banyule City Council,-37.72764,145.12672,Eastern Metropolitan,3891.0,Attached Garage,841000.0
Brighton,137 Male St,4,h,PI,Nick,3/3/2018,10.5,3186.0,4.0,2.0,1.0,393.0,211,1890.0,Bayside City Council,-37.90841,145.00497,Southern Metropolitan,10579.0,Indoor,2300000.0
Brighton East,11 Billson St,3,h,VB,Marshall,7/5/2016,10.7,3187.0,3.0,1.0,3.0,613.0,182,1950.0,Bayside City Council,-37.9177,145.0143,Southern Metropolitan,6938.0,Attached Garage,1400000.0
Kew,176 Peel St,5,h,PI,Marshall,18/06/2016,5.6,3101.0,5.0,4.0,2.0,597.0,342,2016.0,Boroondara City Council,-37.7937,145.0353,Southern Metropolitan,10331.0,Underground,2550000.0
Albanvale,35 Angelique Gr,3,h,S,hockingstuart,19/08/2017,14.0,3021.0,3.0,1.0,2.0,544.0,120,1980.0,Brimbank City Council,-37.74965,144.77009,Western Metropolitan,1899.0,Attached Garage,506000.0
Montmorency,2/50 Coventry St,3,h,S,Fletchers,19/08/2017,16.2,3094.0,3.0,1.0,2.0,204.0,102,2000.0,Banyule City Council,-37.72266,145.12172,Eastern Metropolitan,3891.0,Underground,756000.0
Altona,3/46 Sargood St,2,u,S,Burnham,15/10/2016,13.8,3018.0,2.0,1.0,1.0,137.0,77,1990.0,Hobsons Bay City Council,-37.8655,144.8299,Western Metropolitan,5301.0,Carport,447000.0
