Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,Propertycount,ParkingArea,Price
Camberwell,91 Radnor St,4,h,S,Jellis,28/05/2016,7.8,3124.0,4.0,2.0,2.0,686.0,210,1960.0,Boroondara City Council,-37.8458,145.0611,Southern Metropolitan,8920.0,Indoor,2030000.0
Carnegie,44 Blackwood St,4,h,S,hockingstuart,28/05/2016,11.4,3163.0,3.0,3.0,2.0,454.0,275,2000.0,Glen Eira City Council,-37.8869,145.0628,Southern Metropolitan,7822.0,Carport,1518000.0
Carnegie,5/33 Gnarwyn Rd,2,u,S,Buxton,28/05/2016,11.4,3163.0,2.0,1.0,1.0,99.0,98,1965.0,Glen Eira City Council,-37.8946,145.0588,Southern Metropolitan,7822.0,Attached Garage,632500.0
Carnegie,6/7 Judd St,2,u,S,Gary,28/05/2016,11.4,3163.0,2.0,1.0,1.0,0.0,60,1980.0,Glen Eira City Council,-37.8986,145.0567,Southern Metropolitan,7822.0,Indoor,435000.0
Caulfield South,245 Booran Rd,4,h,S,hockingstuart,28/05/2016,9.3,3162.0,3.0,2.0,2.0,641.0,215,1970.0,Glen Eira City Council,-37.9012,145.035,Southern Metropolitan,5051.0,Carport,1570000.0
Coburg,9 Beckley St,3,h,S,Nelson,28/05/2016,7.8,3058.0,3.0,1.0,1.0,563.0,130,1930.0,Darebin City Council,-37.7493,144.978,Northern Metropolitan,11204.0,Parking Pad,1370000.0
Coburg,265 Bell St,2,h,VB,Nelson,28/05/2016,7.8,3058.0,2.0,1.0,2.0,381.0,92,1925.0,Darebin City Council,-37.74,144.9516,Northern Metropolitan,11204.0,Carport,700000.0
Coburg,2/44 Berry St,3,t,S,Nelson,28/05/2016,7.8,3058.0,3.0,2.0,1.0,213.0,131,2010.0,Darebin City Council,-37.7461,144.9584,Northern Metropolitan,11204.0,Detached Garage,810000.0
Coburg,6 Younger St,4,h,SP,Brad,28/05/2016,7.8,3058.0,3.0,1.0,1.0,412.0,160,1920.0,Darebin City Council,-37.7432,144.9768,Northern Metropolitan,11204.0,Outdoor Stall,931000.0
Collingwood,12/120 Cambridge St,2,u,S,Nelson,28/05/2016,1.6,3066.0,4.0,1.0,3.0,0.0,2,1890.0,Yarra City Council,-37.8046,144.9858,Northern Metropolitan,4553.0,Attached Garage,1645000.0
Doncaster,7 Botanic Dr,4,h,S,Jellis,28/05/2016,13.9,3108.0,4.0,2.0,4.0,769.0,240,1970.0,Manningham City Council,-37.7781,145.1337,Eastern Metropolitan,9028.0,Parkade,1810000.0
Elwood,32 Milton St,3,h,S,Chisholm,28/05/2016,7.7,3184.0,3.0,2.0,2.0,374.0,162,1925.0,Port Phillip City Council,-37.8747,144.987,Southern Metropolitan,8989.0,Detached Garage,1830000.0
Essendon,31 Elder Pde,3,h,PI,Red,28/05/2016,8.0,3040.0,3.0,2.0,3.0,440.0,190,1930.0,Moonee Valley City Council,-37.7524,144.9074,Western Metropolitan,9264.0,Parkade,1500000.0
Fitzroy North,168 Scotchmer St,3,h,S,Jellis,28/05/2016,3.5,3068.0,3.0,1.0,0.0,193.0,132,1910.0,Moreland City Council,-37.7836,144.985,Northern Metropolitan,6244.0,Carport,1581000.0
Flemington,5/121 Wellington St,2,u,S,Jellis,28/05/2016,4.4,3031.0,2.0,1.0,1.0,0.0,52,1970.0,Melbourne City Council,-37.783,144.932,Northern Metropolitan,3593.0,Detached Garage,420500.0
Footscray,8 Dudley St,3,h,S,Sweeney,28/05/2016,6.4,3011.0,3.0,2.0,0.0,458.0,98,1930.0,Maribyrnong City Council,-37.7942,144.8832,Western Metropolitan,7570.0,Attached Garage,767500.0
Footscray,116/55 Hopkins St,2,u,SP,Greg,28/05/2016,6.4,3011.0,2.0,2.0,1.0,0.0,79,2009.0,Maribyrnong City Council,-37.8006,144.9053,Western Metropolitan,7570.0,Detached Garage,395000.0
Glen Iris,3 Fairview Gr,5,h,S,RT,28/05/2016,9.2,3146.0,5.0,2.0,2.0,1339.0,270,1925.0,Boroondara City Council,-37.8649,145.0547,Southern Metropolitan,10412.0,Underground,3365000.0
Glenroy,3/132 Widford St,3,t,SP,Nelson,28/05/2016,13.0,3046.0,3.0,2.0,1.0,215.0,121,2010.0,Moreland City Council,-37.6952,144.9256,Northern Metropolitan,8870.0,Indoor,440000.0
Hampton,41 Orlando St,4,h,S,hockingstuart,28/05/2016,13.7,3188.0,4.0,2.0,1.0,577.0,231,1940.0,Bayside City Council,-37.9382,144.9997,Southern Metropolitan,5454.0,Indoor,2160000.0
Hawthorn,10/60 Hawthorn Gr,1,u,S,Kay,28/05/2016,4.6,3122.0,1.0,1.0,1.0,0.0,56,1960.0,Boroondara City Council,-37.8158,145.0342,Southern Metropolitan,11308.0,Outdoor Stall,499000.0
Hawthorn,3/32 Power St,2,u,S,Kay,28/05/2016,4.6,3122.0,2.0,1.0,1.0,0.0,85,1970.0,Boroondara City Council,-37.8157,145.0273,Southern Metropolitan,11308.0,Parking Pad,495000.0
Hawthorn,9 Power St,5,h,PI,Marshall,28/05/2016,4.6,3122.0,5.0,3.0,2.0,827.0,344,1920.0,Boroondara City Council,-37.8144,145.0279,Southern Metropolitan,11308.0,Carport,3750000.0
Heidelberg Heights,96 Lloyd St,2,h,S,Miles,28/05/2016,10.5,3081.0,2.0,1.0,2.0,586.0,80,1955.0,Banyule City Council,-37.7435,145.0486,Eastern Metropolitan,2947.0,Attached Garage,590000.0
Heidelberg Heights,146 Porter Rd,2,h,S,Barry,28/05/2016,10.5,3081.0,2.0,1.0,3.0,932.0,97,1950.0,Banyule City Council,-37.7333,145.0588,Eastern Metropolitan,2947.0,Indoor,920000.0
Heidelberg Heights,26 Southern Rd,2,h,VB,Nelson,28/05/2016,10.5,3081.0,2.0,1.0,2.0,508.0,79,1955.0,Banyule City Council,-37.7428,145.0557,Eastern Metropolitan,2947.0,Parkade,460000.0
Ivanhoe,4 Waterdale Rd,4,h,S,Miles,28/05/2016,7.9,3079.0,4.0,3.0,3.0,719.0,407,2007.0,Banyule City Council,-37.7815,145.0403,Eastern Metropolitan,5549.0,Indoor,2595000.0
Kew,6/108 Walpole St,3,u,VB,hockingstuart,28/05/2016,5.6,3101.0,3.0,1.0,1.0,0.0,112,1970.0,Boroondara City Council,-37.7978,145.0333,Southern Metropolitan,10331.0,Carport,620000.0
Maidstone,171 Mitchell St,4,h,S,Sweeney,28/05/2016,9.2,3012.0,4.0,1.0,1.0,595.0,80,1950.0,Maribyrnong City Council,-37.7817,144.868,Western Metropolitan,3873.0,Detached Garage,675000.0
Maribyrnong,75 Edgewater Bvd,3,h,PI,Biggin,28/05/2016,8.7,3032.0,3.0,2.0,2.0,203.0,160,2006.0,Maribyrnong City Council,-37.7853,144.8972,Western Metropolitan,4918.0,Indoor,820000.0
Maribyrnong,31 Monash St,4,h,S,Jas,28/05/2016,8.7,3032.0,4.0,2.0,1.0,573.0,196,1925.0,Maribyrnong City Council,-37.7844,144.8876,Western Metropolitan,4918.0,Outdoor Stall,1030000.0
Melbourne,1003/265 Exhibition St,3,u,S,hockingstuart,28/05/2016,2.8,3000.0,2.0,2.0,1.0,0.0,89,1997.0,Melbourne City Council,-37.8095,144.9691,Northern Metropolitan,17496.0,Carport,760000.0
Mont Albert,11/781 Whitehorse Rd,2,u,VB,hockingstuart,28/05/2016,11.8,3127.0,2.0,1.0,1.0,0.0,92,2005.0,Boroondara City Council,-37.8161,145.1098,Eastern Metropolitan,2079.0,Carport,520000.0
Moorabbin,8 Barilla Rd,4,h,S,Buxton,28/05/2016,14.6,3189.0,3.0,1.0,2.0,688.0,161,1950.0,Kingston City Council,-37.9411,145.043,Southern Metropolitan,2555.0,Carport,1035000.0
Moorabbin,17 Horsmunden Rd,4,h,S,Gary,28/05/2016,14.6,3189.0,4.0,2.0,2.0,588.0,199,2011.0,Kingston City Council,-37.9395,145.0477,Southern Metropolitan,2555.0,Attached Garage,1160000.0
Newport,7 Durkin St,3,h,S,Jas,28/05/2016,8.4,3015.0,4.0,2.0,1.0,487.0,190,2017.0,Hobsons Bay City Council,-37.8438,144.8806,Western Metropolitan,5498.0,Parkade,945000.0
Northcote,160 Bent St,4,h,S,hockingstuart,28/05/2016,5.5,3070.0,3.0,1.0,1.0,465.0,137,1890.0,Darebin City Council,-37.7662,144.9889,Northern Metropolitan,11364.0,Indoor,1420000.0
Northcote,3 Brooke St,4,h,S,hockingstuart,28/05/2016,5.5,3070.0,4.0,2.0,1.0,489.0,140,1910.0,Darebin City Council,-37.7762,145.0027,Northern Metropolitan,11364.0,Underground,1950000.0
Northcote,4 Clifton St,5,h,SP,hockingstuart,28/05/2016,5.5,3070.0,5.0,3.0,2.0,344.0,230,1939.0,Darebin City Council,-37.7677,145.0085,Northern Metropolitan,11364.0,Outdoor Stall,1820000.0
Oakleigh South,20 Vanessa Ct,4,h,SP,Greg,28/05/2016,14.7,3167.0,4.0,2.0,2.0,539.0,226,1993.0,Kingston City Council,-37.9413,145.0957,South-Eastern Metropolitan,3692.0,Indoor,937500.0
Pascoe Vale,2/153 Essex St,2,h,S,Considine,28/05/2016,9.9,3044.0,2.0,1.0,1.0,111.0,84,2000.0,Moreland City Council,-37.7261,144.9336,Northern Metropolitan,7485.0,Parkade,525500.0
Pascoe Vale,259 Sussex St,3,h,S,Brad,28/05/2016,9.9,3044.0,3.0,1.0,1.0,522.0,132,1950.0,Moreland City Council,-37.7187,144.9514,Northern Metropolitan,7485.0,Carport,612500.0
Port Melbourne,14/200 Bay St,1,u,VB,Greg,28/05/2016,3.8,3207.0,1.0,1.0,1.0,0.0,64,2000.0,Melbourne City Council,-37.8392,144.9421,Southern Metropolitan,8648.0,Attached Garage,400000.0
Port Melbourne,56/15 Beach St,2,u,S,Marshall,28/05/2016,3.8,3207.0,2.0,1.0,2.0,0.0,94,1997.0,Melbourne City Council,-37.8426,144.9398,Southern Metropolitan,8648.0,Indoor,900000.0
Port Melbourne,213 Stokes St,3,h,S,Marshall,28/05/2016,3.8,3207.0,3.0,1.0,0.0,0.0,134,1890.0,Melbourne City Council,-37.8373,144.9397,Southern Metropolitan,8648.0,Underground,1380000.0
Prahran,117 Charles St,3,h,S,Marshall,28/05/2016,4.5,3181.0,3.0,1.0,1.0,231.0,124,1910.0,Stonnington City Council,-37.8467,144.9894,Southern Metropolitan,7717.0,Outdoor Stall,1255000.0
Prahran,93 Charles St,3,h,S,Marshall,28/05/2016,4.5,3181.0,2.0,2.0,2.0,238.0,153,1890.0,Stonnington City Council,-37.8476,144.9892,Southern Metropolitan,7717.0,Carport,2180000.0
Preston,31 Belgrove St,3,h,SP,Nelson,28/05/2016,8.8,3072.0,2.0,1.0,1.0,713.0,83,1960.0,Darebin City Council,-37.7436,145.0191,Northern Metropolitan,14577.0,Carport,1186000.0
Reservoir,81 Barton St,3,h,S,Nelson,28/05/2016,11.2,3073.0,3.0,1.0,2.0,602.0,162,1970.0,Darebin City Council,-37.7115,145.0009,Northern Metropolitan,21650.0,Attached Garage,784000.0
Reservoir,16 Birdwood St,4,h,SP,Nelson,28/05/2016,11.2,3073.0,4.0,1.0,2.0,895.0,188,1940.0,Darebin City Council,-37.7285,144.9964,Northern Metropolitan,21650.0,Carport,1186000.0
Reservoir,39 Leamington St,4,h,S,Ray,28/05/2016,11.2,3073.0,4.0,2.0,2.0,508.0,141,1950.0,Darebin City Council,-37.7129,145.0047,Northern Metropolitan,21650.0,Outdoor Stall,885000.0
Reservoir,6 MacKenzie St,3,h,S,Nelson,28/05/2016,11.2,3073.0,3.0,1.0,6.0,807.0,133,1975.0,Darebin City Council,-37.704,144.9864,Northern Metropolitan,21650.0,Detached Garage,718500.0
Reservoir,12 Nutwood St,5,h,S,Nelson,28/05/2016,11.2,3073.0,3.0,2.0,2.0,548.0,285,1990.0,Darebin City Council,-37.7099,145.0333,Northern Metropolitan,21650.0,Attached Garage,762500.0
Richmond,153/73 River St,2,u,SP,Biggin,28/05/2016,2.6,3121.0,2.0,2.0,1.0,0.0,70,2004.0,Yarra City Council,-37.8189,145.0131,Northern Metropolitan,14949.0,Carport,560000.0
Rosanna,2/237 Rosanna Rd,3,u,S,Barry,28/05/2016,11.4,3084.0,3.0,2.0,1.0,217.0,142,2006.0,Banyule City Council,-37.7388,145.0742,Eastern Metropolitan,3540.0,Carport,601000.0
Seddon,18 William St,4,h,S,Jas,28/05/2016,6.6,3011.0,3.0,1.0,1.0,352.0,150,1890.0,Maribyrnong City Council,-37.8059,144.8899,Western Metropolitan,2417.0,Indoor,1270000.0
South Yarra,33 Tyrone St,2,h,S,LITTLE,28/05/2016,3.3,3141.0,2.0,1.0,1.0,163.0,86,1900.0,Melbourne City Council,-37.8446,144.9879,Southern Metropolitan,14887.0,Parking Pad,1200000.0
South Yarra,36 Tyrone St,3,h,S,Marshall,28/05/2016,3.3,3141.0,3.0,2.0,1.0,149.0,140,2003.0,Melbourne City Council,-37.8448,144.9882,Southern Metropolitan,14887.0,Carport,1540000.0
St Kilda,48/352 Canterbury Rd,2,u,SP,Cayzer,28/05/2016,6.1,3182.0,2.0,1.0,1.0,0.0,63,2008.0,Port Phillip City Council,-37.859,144.9767,Southern Metropolitan,13240.0,Indoor,430000.0
St Kilda,1/5 Marine Pde,2,u,S,Greg,28/05/2016,6.1,3182.0,2.0,1.0,2.0,1458.0,141,1920.0,Port Phillip City Council,-37.8695,144.9763,Southern Metropolitan,13240.0,Detached Garage,1100000.0
Strathmore,34 Glenview Rd,4,h,S,Nelson,28/05/2016,9.7,3041.0,4.0,2.0,2.0,908.0,208,1960.0,Moonee Valley City Council,-37.735,144.9203,Western Metropolitan,3284.0,Attached Garage,1370000.0
Sunshine,2/7 Mayo St,2,t,SP,Barry,28/05/2016,12.6,3020.0,2.0,2.0,2.0,204.0,85,2008.0,Brimbank City Council,-37.7982,144.823,Western Metropolitan,3755.0,Attached Garage,410000.0
Sunshine,6 Taunton St,3,h,PI,Douglas,28/05/2016,12.6,3020.0,4.0,1.0,1.0,631.0,107,1960.0,Brimbank City Council,-37.7836,144.8408,Western Metropolitan,3755.0,Underground,635000.0
Sunshine North,17 Taniyha Pl,5,h,S,Douglas,28/05/2016,13.3,3020.0,4.0,2.0,1.0,786.0,295,1999.0,Brimbank City Council,-37.7743,144.8425,Western Metropolitan,4217.0,Detached Garage,1000000.0
Sunshine West,2/42 Bardsley St,3,t,SP,Barry,28/05/2016,13.5,3020.0,3.0,2.0,1.0,333.0,141,2012.0,Brimbank City Council,-37.7912,144.8215,Western Metropolitan,6763.0,Attached Garage,510000.0
Surrey Hills,20 Anderson St,3,h,S,Woodards,28/05/2016,11.2,3127.0,4.0,2.0,1.0,536.0,211,1930.0,Boroondara City Council,-37.8309,145.0946,Southern Metropolitan,5457.0,Carport,1251000.0
Surrey Hills,5 Boronia St,6,h,PI,Noel,28/05/2016,11.2,3127.0,4.0,3.0,2.0,713.0,295,1928.0,Boroondara City Council,-37.8328,145.104,Southern Metropolitan,5457.0,Attached Garage,1650000.0
Surrey Hills,33 Ross St,4,h,SP,Jellis,28/05/2016,11.2,3127.0,4.0,2.0,2.0,619.0,185,1930.0,Boroondara City Council,-37.8171,145.0934,Southern Metropolitan,5457.0,Detached Garage,1835000.0
Surrey Hills,3/4 Wells St,2,u,S,Noel,28/05/2016,11.2,3127.0,2.0,1.0,1.0,170.0,78,1960.0,Boroondara City Council,-37.8186,145.0892,Southern Metropolitan,5457.0,Attached Garage,778500.0
Templestowe Lower,23 Hotham St,3,h,VB,RT,28/05/2016,13.8,3107.0,3.0,1.0,2.0,327.0,120,1975.0,Manningham City Council,-37.7709,145.1104,Eastern Metropolitan,5420.0,Indoor,650000.0
Templestowe Lower,16 Rosa St,3,h,S,Barry,28/05/2016,13.8,3107.0,3.0,2.0,2.0,812.0,158,1960.0,Manningham City Council,-37.7714,145.1141,Eastern Metropolitan,5420.0,Outdoor Stall,1509000.0
Toorak,28 Bruce St,3,h,SP,Castran,28/05/2016,4.6,3142.0,3.0,3.0,2.0,575.0,205,1930.0,Stonnington City Council,-37.8375,145.0092,Southern Metropolitan,7217.0,Detached Garage,2250000.0
West Melbourne,5/467 King St,2,u,S,Jellis,28/05/2016,1.9,3003.0,2.0,1.0,1.0,0.0,83,2002.0,Melbourne City Council,-37.8091,144.952,Northern Metropolitan,2230.0,Attached Garage,620000.0
Yarraville,16/11 Berry St,3,t,VB,Jas,28/05/2016,7.0,3013.0,3.0,2.0,1.0,169.0,150,2007.0,Maribyrnong City Council,-37.8122,144.8965,Western Metropolitan,6543.0,Outdoor Stall,800000.0
Yarraville,30 Simpson St,3,h,SP,Village,28/05/2016,7.0,3013.0,3.0,1.0,2.0,463.0,119,1900.0,Maribyrnong City Council,-37.8172,144.8924,Western Metropolitan,6543.0,Carport,1460000.0
Bellfield,129 Liberty Pde,3,h,PI,Nelson,28/05/2016,9.5,3081.0,3.0,1.0,2.0,609.0,93,1950.0,Banyule City Council,-37.7504,145.0335,Eastern Metropolitan,790.0,Underground,625000.0
Carlton,30/188 Faraday St,2,u,S,Nelson,28/05/2016,1.8,3053.0,2.0,1.0,1.0,0.0,63,1999.0,Melbourne City Council,-37.7986,144.9682,Northern Metropolitan,6786.0,Attached Garage,589000.0
East Melbourne,7/45 Gipps St,1,u,SP,Caine,28/05/2016,1.5,3002.0,2.0,1.0,0.0,0.0,46,1930.0,Melbourne City Council,-37.8136,144.9892,Northern Metropolitan,3040.0,Indoor,750000.0
Fawkner,13 Brockley Rd,4,h,S,Stockdale,28/05/2016,12.4,3060.0,4.0,2.0,2.0,607.0,338,2015.0,Hume City Council,-37.716,144.9663,Northern Metropolitan,5070.0,Outdoor Stall,1010000.0
Hawthorn East,5/80 Campbell Rd,1,u,PI,O'Donoghues,28/05/2016,7.5,3123.0,1.0,1.0,0.0,917.0,44,1970.0,Boroondara City Council,-37.8338,145.0545,Southern Metropolitan,6482.0,Attached Garage,371000.0
Hawthorn East,61 Roseberry St,3,h,SP,Marshall,28/05/2016,7.5,3123.0,3.0,2.0,1.0,255.0,115,1890.0,Boroondara City Council,-37.8266,145.0493,Southern Metropolitan,6482.0,Attached Garage,1625000.0
Murrumbeena,525a Neerim Rd,4,h,PI,Ray,28/05/2016,12.1,3163.0,4.0,2.0,2.0,990.0,267,2003.0,Glen Eira City Council,-37.8916,145.0753,Southern Metropolitan,4442.0,Indoor,1800000.0
Ormond,2/35 Leila Rd,2,u,S,Biggin,28/05/2016,11.8,3204.0,2.0,1.0,1.0,94.0,91,1970.0,Glen Eira City Council,-37.9011,145.0474,Southern Metropolitan,3578.0,Outdoor Stall,617500.0
Ripponlea,13/209 Hotham St,2,u,S,hockingstuart,28/05/2016,7.4,3185.0,2.0,1.0,1.0,0.0,74,1971.0,Port Phillip City Council,-37.8788,144.9974,Southern Metropolitan,821.0,Detached Garage,520000.0
Travancore,145/38 Mt Alexander Rd,2,u,SP,Ray,28/05/2016,5.3,3032.0,2.0,1.0,1.0,0.0,51,2012.0,Moonee Valley City Council,-37.7847,144.9383,Western Metropolitan,1052.0,Attached Garage,315000.0
Princes Hill,77 McIlwraith St,4,h,S,Nelson,28/05/2016,3.7,3054.0,4.0,2.0,1.0,256.0,156,1890.0,Yarra City Council,-37.7833,144.9681,Northern Metropolitan,1008.0,Underground,1908000.0
Albert Park,17 Reed St,3,h,PI,Marshall,28/08/2016,3.3,3206.0,3.0,2.0,2.0,147.0,134,1890.0,Port Phillip City Council,-37.8448,144.9453,Southern Metropolitan,3280.0,Carport,1740000.0
Altona North,4/221 Blackshaws Rd,2,u,S,Jas,28/08/2016,11.1,3025.0,2.0,1.0,1.0,153.0,70,1970.0,Hobsons Bay City Council,-37.8332,144.8649,Western Metropolitan,5132.0,Underground,292000.0
Armadale,5/555 Orrong Rd,1,u,S,hockingstuart,28/08/2016,6.3,3143.0,1.0,1.0,1.0,0.0,53,2013.0,Stonnington City Council,-37.8549,145.0113,Southern Metropolitan,4836.0,Underground,567000.0
Ascot Vale,58 Bloomfield Rd,3,h,S,Stockdale,28/08/2016,5.9,3032.0,3.0,1.0,1.0,452.0,175,1960.0,Moonee Valley City Council,-37.7762,144.9174,Western Metropolitan,6567.0,Detached Garage,1215000.0
Ascot Vale,1/91 Epsom Rd,2,u,S,Nelson,28/08/2016,5.9,3032.0,2.0,1.0,2.0,194.0,71,1900.0,Moonee Valley City Council,-37.7772,144.9118,Western Metropolitan,6567.0,Attached Garage,545000.0
Ashburton,19 Poulter St,3,h,S,Marshall,28/08/2016,11.0,3147.0,3.0,1.0,1.0,697.0,164,1947.0,Boroondara City Council,-37.8636,145.0903,Southern Metropolitan,3052.0,Detached Garage,1650000.0
Ashwood,2/53 Salisbury Rd,3,t,S,Barry,28/08/2016,12.2,3147.0,2.0,1.0,2.0,212.0,130,2012.0,Monash City Council,-37.8723,145.1089,Southern Metropolitan,2894.0,Indoor,830000.0
Balwyn,3/12 Brenbeal St,2,u,S,hockingstuart,28/08/2016,9.7,3103.0,2.0,1.0,1.0,130.0,80,1960.0,Boroondara City Council,-37.812,145.0876,Southern Metropolitan,5682.0,Indoor,730000.0
Balwyn,321a Union Rd,3,h,SP,Noel,28/08/2016,9.7,3103.0,3.0,2.0,2.0,404.0,190,2011.0,Boroondara City Council,-37.8075,145.1011,Southern Metropolitan,5682.0,Attached Garage,1500000.0
Bentleigh,21 Bruce St,3,h,S,Buxton,28/08/2016,13.0,3204.0,2.0,2.0,2.0,572.0,150,1930.0,Glen Eira City Council,-37.9148,145.0404,Southern Metropolitan,6795.0,Attached Garage,1535000.0
Bentleigh,22 Hutchinson St,5,h,S,Buxton,28/08/2016,13.0,3204.0,5.0,2.0,2.0,664.0,178,1950.0,Glen Eira City Council,-37.9241,145.048,Southern Metropolitan,6795.0,Carport,1385000.0
Bentleigh,11 Wilson St,4,h,S,Buxton,28/08/2016,13.0,3204.0,4.0,4.0,2.0,579.0,361,2012.0,Glen Eira City Council,-37.9155,145.0243,Southern Metropolitan,6795.0,Detached Garage,2620000.0
Bentleigh East,8 Marlborough St,3,h,S,Buxton,28/08/2016,13.9,3165.0,3.0,1.0,1.0,593.0,94,1950.0,Glen Eira City Council,-37.9178,145.067,Southern Metropolitan,10969.0,Detached Garage,1320000.0
Bentleigh East,1/39 Neville St,3,h,S,Gary,28/08/2016,13.9,3165.0,3.0,2.0,1.0,326.0,133,1950.0,Glen Eira City Council,-37.9236,145.0545,Southern Metropolitan,10969.0,Attached Garage,870000.0
Brighton,23a Chelsea St,3,u,S,hockingstuart,28/08/2016,11.2,3186.0,2.0,2.0,1.0,280.0,110,1993.0,Bayside City Council,-37.91,144.989,Southern Metropolitan,10579.0,Carport,1352500.0
Brighton,86 Dendy St,5,h,S,Marshall,28/08/2016,11.2,3186.0,4.0,2.0,2.0,1045.0,304,1930.0,Bayside City Council,-37.9205,145.0012,Southern Metropolitan,10579.0,Attached Garage,3105000.0
Brunswick,10 Cliff St,1,h,SP,Collins,28/08/2016,5.2,3056.0,1.0,1.0,1.0,147.0,82,1890.0,Moreland City Council,-37.7643,144.9584,Northern Metropolitan,11918.0,Underground,772000.0
Brunswick,69 Glenlyon Rd,3,h,S,Nelson,28/08/2016,5.2,3056.0,3.0,2.0,1.0,280.0,130,1890.0,Moreland City Council,-37.7719,144.9661,Northern Metropolitan,11918.0,Carport,1210000.0
Brunswick,25 Gray St,4,h,S,Jellis,28/08/2016,5.2,3056.0,4.0,2.0,1.0,354.0,199,1910.0,Moreland City Council,-37.7745,144.9523,Northern Metropolitan,11918.0,Detached Garage,1755000.0
Brunswick West,1/536 Albion St,2,h,PI,Jellis,28/08/2016,5.9,3055.0,2.0,1.0,1.0,0.0,62,1960.0,Moreland City Council,-37.7577,144.9354,Northern Metropolitan,7082.0,Carport,440000.0
Burwood,3/124 Highbury Rd,3,t,S,Barry,28/08/2016,11.7,3125.0,3.0,2.0,1.0,170.0,106,2001.0,Monash City Council,-37.8554,145.1089,Southern Metropolitan,5678.0,Attached Garage,702000.0
Camberwell,532 Burke Rd,4,h,VB,Noel,28/08/2016,7.8,3124.0,4.0,3.0,4.0,697.0,271,1980.0,Boroondara City Council,-37.836,145.056,Southern Metropolitan,8920.0,Parkade,2000000.0
Carnegie,15/225 Koornang Rd,2,u,S,Ray,28/08/2016,11.4,3163.0,2.0,1.0,1.0,912.0,75,2008.0,Glen Eira City Council,-37.8936,145.056,Southern Metropolitan,7822.0,Carport,468250.0
Carnegie,26 Leila Rd,3,h,S,Woodards,28/08/2016,11.4,3163.0,2.0,2.0,1.0,817.0,130,1925.0,Glen Eira City Council,-37.9007,145.047,Southern Metropolitan,7822.0,Detached Garage,1716000.0
Caulfield North,123 Normanby Rd,4,h,S,Gary,28/08/2016,8.1,3161.0,4.0,2.0,1.0,810.0,215,1915.0,Glen Eira City Council,-37.8698,145.0325,Southern Metropolitan,6923.0,Carport,2170000.0
Chadstone,2/19 Thurloo St,4,t,S,Ray,28/08/2016,13.6,3148.0,3.0,2.0,1.0,188.0,137,2014.0,Monash City Council,-37.8781,145.0955,Southern Metropolitan,3582.0,Indoor,881000.0
Coburg,10/23 Baxter St,1,u,S,Nelson,28/08/2016,7.8,3058.0,1.0,1.0,1.0,0.0,62,1976.0,Darebin City Council,-37.7463,144.9635,Northern Metropolitan,11204.0,Outdoor Stall,241000.0
Coburg,29 Hardwick St,2,h,S,Nelson,28/08/2016,7.8,3058.0,2.0,1.0,1.0,263.0,114,1910.0,Darebin City Council,-37.7493,144.97,Northern Metropolitan,11204.0,Carport,981000.0
Coburg,18 Industry La,2,t,S,Peter,28/08/2016,7.8,3058.0,2.0,1.0,1.0,0.0,86,1900.0,Darebin City Council,-37.7367,144.9701,Northern Metropolitan,11204.0,Detached Garage,570000.0
Coburg,1/38 Victoria St,2,h,S,Nelson,28/08/2016,7.8,3058.0,2.0,1.0,1.0,113.0,70,1970.0,Darebin City Council,-37.7424,144.961,Northern Metropolitan,11204.0,Indoor,500000.0
Eaglemont,20 Glenard Dr,4,h,S,Nelson,28/08/2016,10.3,3084.0,4.0,3.0,2.0,1177.0,291,1960.0,Banyule City Council,-37.7652,145.0687,Eastern Metropolitan,1651.0,Carport,2309000.0
Essendon,38 Alfred Rd,3,h,S,Nelson,28/08/2016,8.0,3040.0,3.0,1.0,1.0,618.0,132,1960.0,Moonee Valley City Council,-37.7442,144.9249,Western Metropolitan,9264.0,Parkade,1290000.0
Essendon,5 Loeman St,4,h,PI,Nelson,28/08/2016,8.0,3040.0,3.0,2.0,2.0,411.0,266,1996.0,Moonee Valley City Council,-37.757,144.9251,Western Metropolitan,9264.0,Detached Garage,1270000.0
Essendon,21 Miller St,3,h,S,Nelson,28/08/2016,8.0,3040.0,3.0,2.0,1.0,400.0,168,1910.0,Moonee Valley City Council,-37.7542,144.9117,Western Metropolitan,9264.0,Attached Garage,1445000.0
Essendon,33 Ogilvie St,4,h,S,Brad,28/08/2016,8.0,3040.0,3.0,1.0,2.0,533.0,127,1950.0,Moonee Valley City Council,-37.7509,144.8922,Western Metropolitan,9264.0,Indoor,1113000.0
Essendon,4/11 Spencer St,2,u,VB,Barry,28/08/2016,8.0,3040.0,2.0,1.0,1.0,0.0,59,1960.0,Moonee Valley City Council,-37.7482,144.908,Western Metropolitan,9264.0,Parkade,370000.0
Fairfield,1/240 Arthur St,2,u,SP,McGrath,28/08/2016,5.8,3078.0,2.0,1.0,1.0,0.0,77,2002.0,Darebin City Council,-37.7682,145.0209,Northern Metropolitan,2970.0,Outdoor Stall,545000.0
